alpha,beta,gamma,delta,gamma1,gamma2,k,alive,stddev
0.50337,-1.99209,2.81963,0.000494755,4.94444,4.96312,-0.914219,4728,2.47487
0.395608,-1.87688,2.90835,0.000291036,4.94444,4.96312,-0.914219,4741,2.36429
0.599198,-1.88598,2.59979,0.000291036,2.77651,1.57954,-0.498599,4156,9.49671
0.599198,-1.88598,2.59979,0.000291036,6,0.532488,-0.0975066,4114,8.80962
0.599198,-1.88598,2.59979,0.000291036,5.86917,0.856832,-0.450295,4116,6.89656
0.599198,-1.88598,2.59979,0.000291036,1.26779,1.51475,-0.357628,4107,9.40558
0.599198,-1.88598,2.59979,0.000291036,4.21648,1.02123,-0.67557,4163,8.68345
0.496271,-2.72778,2.52302,1e-08,3.72338,1.41179,0.76137,4418,9.87342
0.475268,-2.20082,2.89677,0.000291036,3.72338,1.41179,0.76137,4430,11.1685
0.60838,-3,2.41248,1e-08,3.72338,1.41179,0.76137,4430,12.5891
0.50337,-1.99209,2.81963,0.000494755,3.72338,1.41179,0.76137,4341,9.66772
0.395608,-1.87688,2.90835,0.000291036,3.72338,1.41179,0.76137,4349,11.2039
0.223777,-1.77721,3.24832,1e-08,2.77651,1.57954,-0.498599,4388,9.44391
0.223777,-1.77721,3.24832,1e-08,3.72338,1.41179,0.76137,4419,6.53088
0.223777,-1.77721,3.24832,1e-08,5.86917,0.856832,-0.450295,4392,6.64267
0.223777,-1.77721,3.24832,1e-08,1.26779,1.51475,-0.357628,4410,11.005
0.223777,-1.77721,3.24832,1e-08,4.21648,1.02123,-0.67557,4498,7.87302
0.496271,-2.72778,2.52302,1e-08,1e-06,1e-06,-0.491464,4786,0.856957
0.475268,-2.20082,2.89677,0.000291036,1e-06,1e-06,-0.491464,4790,0.599479
0.60838,-3,2.41248,1e-08,1e-06,1e-06,-0.491464,4789,0.582961
0.50337,-1.99209,2.81963,0.000494755,1e-06,1e-06,-0.491464,4789,0.91643
0.395608,-1.87688,2.90835,0.000291036,1e-06,1e-06,-0.491464,4788,0.661438
0.60838,-2.36496,2.86552,0.000352152,2.77651,1.57954,-0.498599,4278,9.93023
0.60838,-2.36496,2.86552,0.000352152,3.72338,1.41179,0.76137,4290,11.423
0.60838,-2.36496,2.86552,0.000352152,5.86917,0.856832,-0.450295,4271,6.54283
0.60838,-2.36496,2.86552,0.000352152,1.26779,1.51475,-0.357628,4210,7.7852
0.60838,-2.36496,2.86552,0.000352152,4.21648,1.02123,-0.67557,4318,7.72071
0.496271,-2.72778,2.52302,1e-08,1.5899,2.25465,-0.432545,4517,6.64942
0.475268,-2.20082,2.89677,0.000291036,1.5899,2.25465,-0.432545,4514,5.4872
0.60838,-3,2.41248,1e-08,1.5899,2.25465,-0.432545,4512,5.80948
0.50337,-1.99209,2.81963,0.000494755,1.5899,2.25465,-0.432545,4495,6.35874
0.395608,-1.87688,2.90835,0.000291036,1.5899,2.25465,-0.432545,4469,7.67886
0.463603,-1.4962,2.98421,0.000655692,2.77651,1.57954,-0.498599,4206,9.41989
0.463603,-1.4962,2.98421,0.000655692,3.72338,1.41179,0.76137,4231,11.7897
0.463603,-1.4962,2.98421,0.000655692,5.86917,0.856832,-0.450295,4256,7.54983
0.463603,-1.4962,2.98421,0.000655692,1.26779,1.51475,-0.357628,4240,9.53284
0.463603,-1.4962,2.98421,0.000655692,4.21648,1.02123,-0.67557,4287,10.6915
0.496271,-2.72778,2.52302,1e-08,1.55738,0.325939,-0.0294198,4528,5.31507
0.475268,-2.20082,2.89677,0.000291036,1.55738,0.325939,-0.0294198,4540,6.92369
0.60838,-3,2.41248,1e-08,1.55738,0.325939,-0.0294198,4519,5.84133
0.50337,-1.99209,2.81963,0.000494755,1.55738,0.325939,-0.0294198,4454,8.66657
0.395608,-1.87688,2.90835,0.000291036,1.55738,0.325939,-0.0294198,4469,8.91431
0.428679,-1.56065,3.15523,0.000637357,2.77651,1.57954,-0.498599,4372,9.60794
0.428679,-1.56065,3.15523,0.000637357,3.72338,1.41179,0.76137,4346,11.2243
0.428679,-1.56065,3.15523,0.000637357,5.86917,0.856832,-0.450295,4367,10.6505
0.428679,-1.56065,3.15523,0.000637357,1.26779,1.51475,-0.357628,4355,9.62561
0.428679,-1.56065,3.15523,0.000637357,4.21648,1.02123,-0.67557,4451,6.29701
0.496271,-2.72778,2.52302,1e-08,1e-06,1.26024,-0.568413,4785,1.34484
0.475268,-2.20082,2.89677,0.000291036,1e-06,1.26024,-0.568413,4788,0.75
0.60838,-3,2.41248,1e-08,1e-06,1.26024,-0.568413,4792,0.5
0.50337,-1.99209,2.81963,0.000494755,1e-06,1.26024,-0.568413,4790,0.856957
0.395608,-1.87688,2.90835,0.000291036,1e-06,1.26024,-0.568413,4786,0.856957
0.475268,-2.20082,2.89677,0.000291036,2.77651,1.57954,-0.498599,4425,8.52913
0.475268,-2.20082,2.89677,0.000291036,3.72338,1.41179,0.76137,4430,11.1685
0.475268,-2.20082,2.89677,0.000291036,5.86917,0.856832,-0.450295,4363,13.6415
0.475268,-2.20082,2.89677,0.000291036,1.26779,1.51475,-0.357628,4360,9.78519
0.475268,-2.20082,2.89677,0.000291036,4.21648,1.02123,-0.67557,4403,9.14617
0.496271,-2.72778,2.52302,1e-08,0.311839,6,1,4734,2.17586
0.475268,-2.20082,2.89677,0.000291036,0.311839,6,1,4689,4.17536
0.60838,-3,2.41248,1e-08,0.311839,6,1,4699,3.29239
0.50337,-1.99209,2.81963,0.000494755,0.311839,6,1,4693,2.84427
0.395608,-1.87688,2.90835,0.000291036,0.311839,6,1,4718,3.12
0.541824,-3,2.18402,1e-08,2.77651,1.57954,-0.498599,4436,7.3697
0.541824,-3,2.18402,1e-08,3.72338,1.41179,0.76137,4432,7.5
0.541824,-3,2.18402,1e-08,5.86917,0.856832,-0.450295,4380,10.3108
0.541824,-3,2.18402,1e-08,1.26779,1.51475,-0.357628,4369,9.92137
0.541824,-3,2.18402,1e-08,4.21648,1.02123,-0.67557,4429,6.26716
0.496271,-2.72778,2.52302,1e-08,1e-06,5.72277,1,4787,0.526634
0.475268,-2.20082,2.89677,0.000291036,1e-06,5.72277,1,4794,0.695971
0.60838,-3,2.41248,1e-08,1e-06,5.72277,1,4790,0.856957
0.50337,-1.99209,2.81963,0.000494755,1e-06,5.72277,1,4787,0.881671
0.395608,-1.87688,2.90835,0.000291036,1e-06,5.72277,1,4789,0.845484
0.454923,-2.40318,3.04114,0.000130099,2.77651,1.57954,-0.498599,4414,8.17676
0.454923,-2.40318,3.04114,0.000130099,3.72338,1.41179,0.76137,4429,7.10826
0.454923,-2.40318,3.04114,0.000130099,5.86917,0.856832,-0.450295,4380,11.3441
0.454923,-2.40318,3.04114,0.000130099,1.26779,1.51475,-0.357628,4420,9.59492
0.454923,-2.40318,3.04114,0.000130099,4.21648,1.02123,-0.67557,4403,8.33831
0.496271,-2.72778,2.52302,1e-08,3.16341,6,1,4726,3.27634
0.475268,-2.20082,2.89677,0.000291036,3.16341,6,1,4692,3.13249
0.60838,-3,2.41248,1e-08,3.16341,6,1,4708,2.61008
0.50337,-1.99209,2.81963,0.000494755,3.16341,6,1,4702,2.75851
0.395608,-1.87688,2.90835,0.000291036,3.16341,6,1,4708,3.17214
0.73231,-3,2.1155,1e-08,2.77651,1.57954,-0.498599,4167,7.3567
0.73231,-3,2.1155,1e-08,3.72338,1.41179,0.76137,4356,12.5524
0.73231,-3,2.1155,1e-08,5.86917,0.856832,-0.450295,4175,9.00325
0.73231,-3,2.1155,1e-08,1.26779,1.51475,-0.357628,4173,6.40526
0.73231,-3,2.1155,1e-08,4.21648,1.02123,-0.67557,4273,9.42383
0.496271,-2.72778,2.52302,1e-08,3.65651,6,0.116062,4669,2.62723
0.475268,-2.20082,2.89677,0.000291036,3.65651,6,0.116062,4688,3.20156
0.60838,-3,2.41248,1e-08,3.65651,6,0.116062,4681,3.20095
0.50337,-1.99209,2.81963,0.000494755,3.65651,6,0.116062,4688,2.69258
0.395608,-1.87688,2.90835,0.000291036,3.65651,6,0.116062,4693,3.9642
0.377041,-2.43328,2.81023,8.73179e-05,2.77651,1.57954,-0.498599,4457,7.06195
0.377041,-2.43328,2.81023,8.73179e-05,3.72338,1.41179,0.76137,4441,8.1161
0.377041,-2.43328,2.81023,8.73179e-05,5.86917,0.856832,-0.450295,4376,11.8057
0.377041,-2.43328,2.81023,8.73179e-05,1.26779,1.51475,-0.357628,4415,7.27555
0.377041,-2.43328,2.81023,8.73179e-05,4.21648,1.02123,-0.67557,4403,8.77652
0.496271,-2.72778,2.52302,1e-08,4.53445,4.06781,-0.0783227,4661,5.33525
0.475268,-2.20082,2.89677,0.000291036,4.53445,4.06781,-0.0783227,4639,5.23771
0.60838,-3,2.41248,1e-08,4.53445,4.06781,-0.0783227,4680,3.62284
0.50337,-1.99209,2.81963,0.000494755,4.53445,4.06781,-0.0783227,4614,2.6428
0.395608,-1.87688,2.90835,0.000291036,4.53445,4.06781,-0.0783227,4659,5.06481
0.39392,-2.58177,2.61167,1e-08,2.77651,1.57954,-0.498599,4466,5.96736
0.39392,-2.58177,2.61167,1e-08,3.72338,1.41179,0.76137,4471,7.02646
0.39392,-2.58177,2.61167,1e-08,5.86917,0.856832,-0.450295,4415,8.66364
0.39392,-2.58177,2.61167,1e-08,1.26779,1.51475,-0.357628,4358,6.00911
0.39392,-2.58177,2.61167,1e-08,4.21648,1.02123,-0.67557,4459,7.31197
0.496271,-2.72778,2.52302,1e-08,5.21938,1e-06,-1,4771,1.28544
0.475268,-2.20082,2.89677,0.000291036,5.21938,1e-06,-1,4757,1.64768
0.60838,-3,2.41248,1e-08,5.21938,1e-06,-1,4760,1
0.50337,-1.99209,2.81963,0.000494755,5.21938,1e-06,-1,4766,1.53603
0.395608,-1.87688,2.90835,0.000291036,5.21938,1e-06,-1,4771,1.46709
0.468392,-2.72778,2.72707,0.000433639,2.77651,1.57954,-0.498599,4457,8.53646
0.468392,-2.72778,2.72707,0.000433639,3.72338,1.41179,0.76137,4438,6.4988
0.468392,-2.72778,2.72707,0.000433639,5.86917,0.856832,-0.450295,4388,10.5919
0.468392,-2.72778,2.72707,0.000433639,1.26779,1.51475,-0.357628,4426,7.50729
0.468392,-2.72778,2.72707,0.000433639,4.21648,1.02123,-0.67557,4451,6.51171
0.496271,-2.72778,2.52302,1e-08,3.33658,1.70194,-1,4729,2.23519
0.475268,-2.20082,2.89677,0.000291036,3.33658,1.70194,-1,4736,1.5
0.60838,-3,2.41248,1e-08,3.33658,1.70194,-1,4722,2.75851
0.50337,-1.99209,2.81963,0.000494755,3.33658,1.70194,-1,4730,2.26039
0.395608,-1.87688,2.90835,0.000291036,3.33658,1.70194,-1,4724,2.48747
0.350493,-2.69005,2.41248,1e-08,2.77651,1.57954,-0.498599,4484,8.1968
0.350493,-2.69005,2.41248,1e-08,3.72338,1.41179,0.76137,4464,8.57321
0.350493,-2.69005,2.41248,1e-08,5.86917,0.856832,-0.450295,4445,7.01087
0.350493,-2.69005,2.41248,1e-08,1.26779,1.51475,-0.357628,4434,6.70704
0.350493,-2.69005,2.41248,1e-08,4.21648,1.02123,-0.67557,4415,10.8251
0.496271,-2.72778,2.52302,1e-08,2.64861,1.90069,0.371044,4442,8.80962
0.475268,-2.20082,2.89677,0.000291036,2.64861,1.90069,0.371044,4442,7.51561
0.60838,-3,2.41248,1e-08,2.64861,1.90069,0.371044,4484,8.29533
0.50337,-1.99209,2.81963,0.000494755,2.64861,1.90069,0.371044,4456,7
0.395608,-1.87688,2.90835,0.000291036,2.64861,1.90069,0.371044,4468,6.86932
0.392013,-2.17745,2.90835,0.000142613,2.77651,1.57954,-0.498599,4451,7.56818
0.392013,-2.17745,2.90835,0.000142613,3.72338,1.41179,0.76137,4465,9.65316
0.392013,-2.17745,2.90835,0.000142613,5.86917,0.856832,-0.450295,4405,7.92716
0.392013,-2.17745,2.90835,0.000142613,1.26779,1.51475,-0.357628,4401,6.69392
0.392013,-2.17745,2.90835,0.000142613,4.21648,1.02123,-0.67557,4401,6.3489
0.496271,-2.72778,2.52302,1e-08,4.11987,5.49762,-0.304306,4694,3.47985
0.475268,-2.20082,2.89677,0.000291036,4.11987,5.49762,-0.304306,4697,3.20095
0.60838,-3,2.41248,1e-08,4.11987,5.49762,-0.304306,4699,3.4227
0.50337,-1.99209,2.81963,0.000494755,4.11987,5.49762,-0.304306,4702,3.70599
0.395608,-1.87688,2.90835,0.000291036,4.11987,5.49762,-0.304306,4688,3.08221
0.656514,-2.47237,2.39884,0.000494755,2.77651,1.57954,-0.498599,4171,10.8035
0.656514,-2.47237,2.39884,0.000494755,3.72338,1.41179,0.76137,4266,11.483
0.656514,-2.47237,2.39884,0.000494755,5.86917,0.856832,-0.450295,4144,10.7413
0.656514,-2.47237,2.39884,0.000494755,1.26779,1.51475,-0.357628,4190,7.68826
0.656514,-2.47237,2.39884,0.000494755,4.21648,1.02123,-0.67557,4193,9.01713
0.496271,-2.72778,2.52302,1e-08,1.77775,1.16913,-1,4710,2.8477
0.475268,-2.20082,2.89677,0.000291036,1.77775,1.16913,-1,4700,2.04634
0.60838,-3,2.41248,1e-08,1.77775,1.16913,-1,4712,2.69258
0.50337,-1.99209,2.81963,0.000494755,1.77775,1.16913,-1,4701,2.18571
0.395608,-1.87688,2.90835,0.000291036,1.77775,1.16913,-1,4713,1.86978
0.721591,-3,2.13698,8.73179e-05,2.77651,1.57954,-0.498599,4267,6.02825
0.721591,-3,2.13698,8.73179e-05,3.72338,1.41179,0.76137,4306,11.559
0.721591,-3,2.13698,8.73179e-05,5.86917,0.856832,-0.450295,4253,13.2958
0.721591,-3,2.13698,8.73179e-05,1.26779,1.51475,-0.357628,4228,6.93271
0.721591,-3,2.13698,8.73179e-05,4.21648,1.02123,-0.67557,4270,8.7169
0.496271,-2.72778,2.52302,1e-08,1e-06,3.77062,1,4793,0.609175
0.475268,-2.20082,2.89677,0.000291036,1e-06,3.77062,1,4789,0.681795
0.60838,-3,2.41248,1e-08,1e-06,3.77062,1,4794,0.599479
0.50337,-1.99209,2.81963,0.000494755,1e-06,3.77062,1,4787,0.807678
0.395608,-1.87688,2.90835,0.000291036,1e-06,3.77062,1,4789,0.768013
0.495614,-1.99846,2.7524,0.000451974,2.77651,1.57954,-0.498599,4377,8.30639
0.495614,-1.99846,2.7524,0.000451974,3.72338,1.41179,0.76137,4369,13.311
0.495614,-1.99846,2.7524,0.000451974,5.86917,0.856832,-0.450295,4356,8.90576
0.495614,-1.99846,2.7524,0.000451974,1.26779,1.51475,-0.357628,4378,10.0117
0.495614,-1.99846,2.7524,0.000451974,4.21648,1.02123,-0.67557,4384,10.5119
0.496271,-2.72778,2.52302,1e-08,1.88156,4.01262,1,4687,4.76273
0.475268,-2.20082,2.89677,0.000291036,1.88156,4.01262,1,4651,5.57583
0.60838,-3,2.41248,1e-08,1.88156,4.01262,1,4670,3.88708
0.50337,-1.99209,2.81963,0.000494755,1.88156,4.01262,1,4628,5.72822
0.395608,-1.87688,2.90835,0.000291036,1.88156,4.01262,1,4655,3.00975
0.343349,-1.21501,3.07071,0.000291036,2.77651,1.57954,-0.498599,4400,7.66485
0.343349,-1.21501,3.07071,0.000291036,3.72338,1.41179,0.76137,4356,12.1218
0.343349,-1.21501,3.07071,0.000291036,5.86917,0.856832,-0.450295,4405,11.2234
0.343349,-1.21501,3.07071,0.000291036,1.26779,1.51475,-0.357628,4362,7.16655
0.343349,-1.21501,3.07071,0.000291036,4.21648,1.02123,-0.67557,4388,9.49013
0.496271,-2.72778,2.52302,1e-08,0.817885,4.72148,0.151012,4678,3.37037
0.475268,-2.20082,2.89677,0.000291036,0.817885,4.72148,0.151012,4684,4.36606
0.60838,-3,2.41248,1e-08,0.817885,4.72148,0.151012,4652,3.71652
0.50337,-1.99209,2.81963,0.000494755,0.817885,4.72148,0.151012,4657,2.8607
0.395608,-1.87688,2.90835,0.000291036,0.817885,4.72148,0.151012,4679,3.9206
0.449073,-1.68547,2.8811,0.000494755,2.77651,1.57954,-0.498599,4391,8.00756
0.449073,-1.68547,2.8811,0.000494755,3.72338,1.41179,0.76137,4355,11.1087
0.449073,-1.68547,2.8811,0.000494755,5.86917,0.856832,-0.450295,4324,8.00391
0.449073,-1.68547,2.8811,0.000494755,1.26779,1.51475,-0.357628,4359,5.36154
0.449073,-1.68547,2.8811,0.000494755,4.21648,1.02123,-0.67557,4422,6.48917
0.496271,-2.72778,2.52302,1e-08,0.817885,4.72148,0.151012,4678,3.37037
0.475268,-2.20082,2.89677,0.000291036,0.817885,4.72148,0.151012,4684,4.36606
0.60838,-3,2.41248,1e-08,0.817885,4.72148,0.151012,4652,3.71652
0.50337,-1.99209,2.81963,0.000494755,0.817885,4.72148,0.151012,4657,2.8607
0.395608,-1.87688,2.90835,0.000291036,0.817885,4.72148,0.151012,4679,3.9206
0.760411,-3,2.03835,0.000203728,2.77651,1.57954,-0.498599,4163,8.81206
0.760411,-3,2.03835,0.000203728,3.72338,1.41179,0.76137,4322,9.69455
0.760411,-3,2.03835,0.000203728,5.86917,0.856832,-0.450295,4086,7.29619
0.760411,-3,2.03835,0.000203728,1.26779,1.51475,-0.357628,4136,10.903
0.760411,-3,2.03835,0.000203728,4.21648,1.02123,-0.67557,4139,9.69999
0.496271,-2.72778,2.52302,1e-08,0.216347,5.2224,0.0151433,4708,3.34477
0.475268,-2.20082,2.89677,0.000291036,0.216347,5.2224,0.0151433,4656,4.38748
0.60838,-3,2.41248,1e-08,0.216347,5.2224,0.0151433,4671,2.94679
0.50337,-1.99209,2.81963,0.000494755,0.216347,5.2224,0.0151433,4654,4.27017
0.395608,-1.87688,2.90835,0.000291036,0.216347,5.2224,0.0151433,4694,2.59507
0.384528,-2.09456,2.68568,0.000433639,2.77651,1.57954,-0.498599,4424,9.97497
0.384528,-2.09456,2.68568,0.000433639,3.72338,1.41179,0.76137,4389,6.89854
0.384528,-2.09456,2.68568,0.000433639,5.86917,0.856832,-0.450295,4404,7.71767
0.384528,-2.09456,2.68568,0.000433639,1.26779,1.51475,-0.357628,4459,6.70558
0.384528,-2.09456,2.68568,0.000433639,4.21648,1.02123,-0.67557,4422,4.98592
0.496271,-2.72778,2.52302,1e-08,0.877176,1.0471,-0.010651,4293,8.45369
0.475268,-2.20082,2.89677,0.000291036,0.877176,1.0471,-0.010651,4376,11.6565
0.60838,-3,2.41248,1e-08,0.877176,1.0471,-0.010651,4404,7.54569
0.50337,-1.99209,2.81963,0.000494755,0.877176,1.0471,-0.010651,4288,9.32068
0.395608,-1.87688,2.90835,0.000291036,0.877176,1.0471,-0.010651,4244,12.9687
0.568447,-2.76025,2.55777,8.73179e-05,2.77651,1.57954,-0.498599,4428,7.36122
0.568447,-2.76025,2.55777,8.73179e-05,3.72338,1.41179,0.76137,4450,8.16146
0.568447,-2.76025,2.55777,8.73179e-05,5.86917,0.856832,-0.450295,4409,8.14685
0.568447,-2.76025,2.55777,8.73179e-05,1.26779,1.51475,-0.357628,4420,8.79275
0.568447,-2.76025,2.55777,8.73179e-05,0.877176,1.0471,-0.010651,4351,9.08618
0.496271,-2.72778,2.52302,1e-08,1e-06,1.23053,0.945164,4789,0.91643
0.475268,-2.20082,2.89677,0.000291036,1e-06,1.23053,0.945164,4797,0.526634
0.60838,-3,2.41248,1e-08,1e-06,1.23053,0.945164,4795,0.582961
0.50337,-1.99209,2.81963,0.000494755,1e-06,1.23053,0.945164,4789,0.681795
0.395608,-1.87688,2.90835,0.000291036,1e-06,1.23053,0.945164,4787,0.807678
0.480195,-2.57332,2.71937,5.83052e-06,2.77651,1.57954,-0.498599,4454,5.32535
0.480195,-2.57332,2.71937,5.83052e-06,3.72338,1.41179,0.76137,4396,9.55576
0.480195,-2.57332,2.71937,5.83052e-06,5.86917,0.856832,-0.450295,4328,7.79423
0.480195,-2.57332,2.71937,5.83052e-06,1.26779,1.51475,-0.357628,4438,7.99121
0.480195,-2.57332,2.71937,5.83052e-06,0.877176,1.0471,-0.010651,4370,8.19966
0.496271,-2.72778,2.52302,1e-08,1.33563,1e-06,-0.473086,4607,5.71696
0.475268,-2.20082,2.89677,0.000291036,1.33563,1e-06,-0.473086,4664,5.27968
0.60838,-3,2.41248,1e-08,1.33563,1e-06,-0.473086,4621,4.90177
0.50337,-1.99209,2.81963,0.000494755,1.33563,1e-06,-0.473086,4622,5.57758
0.395608,-1.87688,2.90835,0.000291036,1.33563,1e-06,-0.473086,4651,2.84427
0.437565,-1.53514,3.02468,0.000637357,2.77651,1.57954,-0.498599,4341,8.28944
0.437565,-1.53514,3.02468,0.000637357,3.72338,1.41179,0.76137,4244,12.8962
0.437565,-1.53514,3.02468,0.000637357,5.86917,0.856832,-0.450295,4312,11.6565
0.437565,-1.53514,3.02468,0.000637357,1.26779,1.51475,-0.357628,4243,11.604
0.437565,-1.53514,3.02468,0.000637357,0.877176,1.0471,-0.010651,4221,10.0201
0.496271,-2.72778,2.52302,1e-08,1e-06,3.72558,0.041084,4790,0.695971
0.475268,-2.20082,2.89677,0.000291036,1e-06,3.72558,0.041084,4790,0.780625
0.60838,-3,2.41248,1e-08,1e-06,3.72558,0.041084,4791,0.609175
0.50337,-1.99209,2.81963,0.000494755,1e-06,3.72558,0.041084,4787,0.634306
0.395608,-1.87688,2.90835,0.000291036,1e-06,3.72558,0.041084,4790,0.780625
0.439177,-1.82795,2.85087,0.000433639,2.77651,1.57954,-0.498599,4415,8.227
0.439177,-1.82795,2.85087,0.000433639,3.72338,1.41179,0.76137,4421,8.44629
0.439177,-1.82795,2.85087,0.000433639,5.86917,0.856832,-0.450295,4348,8.72138
0.439177,-1.82795,2.85087,0.000433639,1.26779,1.51475,-0.357628,4371,6.36611
0.439177,-1.82795,2.85087,0.000433639,0.877176,1.0471,-0.010651,4304,9.82344
0.496271,-2.72778,2.52302,1e-08,3.05147,3.89843,1,4697,3.90462
0.475268,-2.20082,2.89677,0.000291036,3.05147,3.89843,1,4630,4.99844
0.60838,-3,2.41248,1e-08,3.05147,3.89843,1,4645,3.15671
0.50337,-1.99209,2.81963,0.000494755,3.05147,3.89843,1,4610,4.99844
0.395608,-1.87688,2.90835,0.000291036,3.05147,3.89843,1,4665,2.95738
0.475268,-1.88598,2.81232,0.000229921,2.77651,1.57954,-0.498599,4374,6.39213
0.475268,-1.88598,2.81232,0.000229921,3.72338,1.41179,0.76137,4370,10.9708
0.475268,-1.88598,2.81232,0.000229921,5.86917,0.856832,-0.450295,4318,11.8579
0.475268,-1.88598,2.81232,0.000229921,1.26779,1.51475,-0.357628,4325,6.68692
0.475268,-1.88598,2.81232,0.000229921,0.877176,1.0471,-0.010651,4318,10.6529
0.496271,-2.72778,2.52302,1e-08,4.10641,3.52035,-0.392578,4647,5.21978
0.475268,-2.20082,2.89677,0.000291036,4.10641,3.52035,-0.392578,4595,5.75781
0.60838,-3,2.41248,1e-08,4.10641,3.52035,-0.392578,4612,4.38035
0.50337,-1.99209,2.81963,0.000494755,4.10641,3.52035,-0.392578,4565,4.48217
0.395608,-1.87688,2.90835,0.000291036,4.10641,3.52035,-0.392578,4657,4.54792
0.251204,-1.62474,3.26154,0.000142613,2.77651,1.57954,-0.498599,4398,9.94909
0.251204,-1.62474,3.26154,0.000142613,3.72338,1.41179,0.76137,4408,10.834
0.251204,-1.62474,3.26154,0.000142613,5.86917,0.856832,-0.450295,4394,12.0876
0.251204,-1.62474,3.26154,0.000142613,1.26779,1.51475,-0.357628,4375,7.80199
0.251204,-1.62474,3.26154,0.000142613,0.877176,1.0471,-0.010651,4229,14.2378
0.496271,-2.72778,2.52302,1e-08,0.469882,4.88017,0.62403,4711,3.02011
0.475268,-2.20082,2.89677,0.000291036,0.469882,4.88017,0.62403,4701,4.09602
0.60838,-3,2.41248,1e-08,0.469882,4.88017,0.62403,4680,4.15331
0.50337,-1.99209,2.81963,0.000494755,0.469882,4.88017,0.62403,4661,3.21556
0.395608,-1.87688,2.90835,0.000291036,0.469882,4.88017,0.62403,4656,4.9371
0.504122,-2.44967,2.65545,0.000142613,2.77651,1.57954,-0.498599,4374,6.68838
0.504122,-2.44967,2.65545,0.000142613,3.72338,1.41179,0.76137,4431,7.67682
0.504122,-2.44967,2.65545,0.000142613,5.86917,0.856832,-0.450295,4305,9.48333
0.504122,-2.44967,2.65545,0.000142613,1.26779,1.51475,-0.357628,4421,6.78895
0.504122,-2.44967,2.65545,0.000142613,0.877176,1.0471,-0.010651,4332,8.26514
0.496271,-2.72778,2.52302,1e-08,3.07834,3.25659,1,4596,5.84701
0.475268,-2.20082,2.89677,0.000291036,3.07834,3.25659,1,4622,5.20667
0.60838,-3,2.41248,1e-08,3.07834,3.25659,1,4659,6.35628
0.50337,-1.99209,2.81963,0.000494755,3.07834,3.25659,1,4593,5.49396
0.395608,-1.87688,2.90835,0.000291036,3.07834,3.25659,1,4590,5.98827
0.54996,-2.63227,2.56116,0.000148433,2.77651,1.57954,-0.498599,4392,10.9602
0.54996,-2.63227,2.56116,0.000148433,3.72338,1.41179,0.76137,4481,7.06637
0.54996,-2.63227,2.56116,0.000148433,5.86917,0.856832,-0.450295,4368,12.3491
0.54996,-2.63227,2.56116,0.000148433,1.26779,1.51475,-0.357628,4399,6.74044
0.54996,-2.63227,2.56116,0.000148433,0.877176,1.0471,-0.010651,4303,10.0279
0.496271,-2.72778,2.52302,1e-08,1.77775,1.16913,-1,4710,2.8477
0.475268,-2.20082,2.89677,0.000291036,1.77775,1.16913,-1,4700,2.04634
0.60838,-3,2.41248,1e-08,1.77775,1.16913,-1,4712,2.69258
0.50337,-1.99209,2.81963,0.000494755,1.77775,1.16913,-1,4701,2.18571
0.395608,-1.87688,2.90835,0.000291036,1.77775,1.16913,-1,4713,1.86978
0.523188,-2.79314,2.49648,1e-08,2.77651,1.57954,-0.498599,4410,7.22734
0.523188,-2.79314,2.49648,1e-08,3.72338,1.41179,0.76137,4511,5.74966
0.523188,-2.79314,2.49648,1e-08,5.86917,0.856832,-0.450295,4353,7.19782
0.523188,-2.79314,2.49648,1e-08,1.26779,1.51475,-0.357628,4397,9.83119
0.523188,-2.79314,2.49648,1e-08,0.877176,1.0471,-0.010651,4333,11.5446
0.496271,-2.72778,2.52302,1e-08,6,1.30899,-0.105417,4276,12.4675
0.475268,-2.20082,2.89677,0.000291036,6,1.30899,-0.105417,4323,8.93182
0.60838,-3,2.41248,1e-08,6,1.30899,-0.105417,4331,11.1227
0.50337,-1.99209,2.81963,0.000494755,6,1.30899,-0.105417,4178,8.48436
0.395608,-1.87688,2.90835,0.000291036,6,1.30899,-0.105417,4313,10.8971
0.415279,-1.73077,2.85435,0.000433639,2.77651,1.57954,-0.498599,4355,8.36823
0.415279,-1.73077,2.85435,0.000433639,6,1.30899,-0.105417,4323,8.93881
0.415279,-1.73077,2.85435,0.000433639,5.86917,0.856832,-0.450295,4363,11.2123
0.415279,-1.73077,2.85435,0.000433639,1.26779,1.51475,-0.357628,4366,10.3433
0.415279,-1.73077,2.85435,0.000433639,0.877176,1.0471,-0.010651,4322,8.37313
0.496271,-2.72778,2.52302,1e-08,3.30364,1e-06,-1,4771,1.28544
0.475268,-2.20082,2.89677,0.000291036,3.30364,1e-06,-1,4770,1.31696
0.60838,-3,2.41248,1e-08,3.30364,1e-06,-1,4760,1
0.50337,-1.99209,2.81963,0.000494755,3.30364,1e-06,-1,4762,1.45237
0.395608,-1.87688,2.90835,0.000291036,3.30364,1e-06,-1,4768,1.36931
0.651126,-3,2.52302,8.73179e-05,2.77651,1.57954,-0.498599,4331,9.73216
0.651126,-3,2.52302,8.73179e-05,6,1.30899,-0.105417,4291,9.83119
0.651126,-3,2.52302,8.73179e-05,5.86917,0.856832,-0.450295,4307,9.37562
0.651126,-3,2.52302,8.73179e-05,1.26779,1.51475,-0.357628,4313,6.64237
