alpha,beta,gamma,delta,gamma1,gamma2,k,alive,stddev
0.566889,-2.21248,2.87874,0.000537535,5.86917,0.856832,-0.450295,4242,11.6021
0.566889,-2.21248,2.87874,0.000537535,1.26779,1.51475,-0.357628,4251,9.61586
0.566889,-2.21248,2.87874,0.000537535,4.21648,1.02123,-0.67557,4287,11.2997
0.496271,-2.72778,2.52302,1e-08,3.05147,3.89843,1,4697,3.90462
0.475268,-2.20082,2.89677,0.000291036,3.05147,3.89843,1,4630,4.99844
0.60838,-3,2.41248,1e-08,3.05147,3.89843,1,4645,3.15671
0.50337,-1.99209,2.81963,0.000494755,3.05147,3.89843,1,4610,4.99844
0.395608,-1.87688,2.90835,0.000291036,3.05147,3.89843,1,4665,2.95738
0.469354,-2.987,2.54957,1e-08,2.77651,1.57954,-0.498599,4491,6.8804
0.469354,-2.987,2.54957,1e-08,6,0.532488,-0.0975066,4454,6.60374
0.469354,-2.987,2.54957,1e-08,5.86917,0.856832,-0.450295,4398,8.3806
0.469354,-2.987,2.54957,1e-08,1.26779,1.51475,-0.357628,4414,8.23768
0.469354,-2.987,2.54957,1e-08,4.21648,1.02123,-0.67557,4391,7.3141
0.496271,-2.72778,2.52302,1e-08,6,0.918431,-1,4694,2.80346
0.475268,-2.20082,2.89677,0.000291036,6,0.918431,-1,4707,3.32074
0.60838,-3,2.41248,1e-08,6,0.918431,-1,4684,2.53722
0.50337,-1.99209,2.81963,0.000494755,6,0.918431,-1,4680,2.20794
0.395608,-1.87688,2.90835,0.000291036,6,0.918431,-1,4696,3.74166
0.651126,-3,2.52312,8.73179e-05,2.77651,1.57954,-0.498599,4411,7.91137
0.651126,-3,2.52312,8.73179e-05,6,0.532488,-0.0975066,4434,9.08897
0.651126,-3,2.52312,8.73179e-05,5.86917,0.856832,-0.450295,4276,9.86471
0.651126,-3,2.52312,8.73179e-05,1.26779,1.51475,-0.357628,4339,10.6197
0.651126,-3,2.52312,8.73179e-05,4.21648,1.02123,-0.67557,4387,11.3204
0.496271,-2.72778,2.52302,1e-08,1.61451,2.4534,0.567302,4575,7.42857
0.475268,-2.20082,2.89677,0.000291036,1.61451,2.4534,0.567302,4543,6.0567
0.60838,-3,2.41248,1e-08,1.61451,2.4534,0.567302,4577,8.48137
0.50337,-1.99209,2.81963,0.000494755,1.61451,2.4534,0.567302,4548,4.96865
0.395608,-1.87688,2.90835,0.000291036,1.61451,2.4534,0.567302,4564,7.70957
0.796502,-3,2.08425,6.11255e-05,2.77651,1.57954,-0.498599,4109,11.4139
0.796502,-3,2.08425,6.11255e-05,6,0.532488,-0.0975066,4261,12.4334
0.796502,-3,2.08425,6.11255e-05,5.86917,0.856832,-0.450295,4059,11.655
0.796502,-3,2.08425,6.11255e-05,1.26779,1.51475,-0.357628,4132,5.90021
0.796502,-3,2.08425,6.11255e-05,4.21648,1.02123,-0.67557,4099,8.66183
0.496271,-2.72778,2.52302,1e-08,1.24296,1e-06,0.818433,4587,4.76601
0.475268,-2.20082,2.89677,0.000291036,1.24296,1e-06,0.818433,4600,7.45822
0.60838,-3,2.41248,1e-08,1.24296,1e-06,0.818433,4614,6.45053
0.50337,-1.99209,2.81963,0.000494755,1.24296,1e-06,0.818433,4570,6.57529
0.395608,-1.87688,2.90835,0.000291036,1.24296,1e-06,0.818433,4612,5.32095
0.265155,-1.9396,3.07415,1e-08,2.77651,1.57954,-0.498599,4466,9.41989
0.265155,-1.9396,3.07415,1e-08,6,0.532488,-0.0975066,4515,7.74773
0.265155,-1.9396,3.07415,1e-08,5.86917,0.856832,-0.450295,4355,11.5121
0.265155,-1.9396,3.07415,1e-08,1.26779,1.51475,-0.357628,4464,8.76071
0.265155,-1.9396,3.07415,1e-08,4.21648,1.02123,-0.67557,4389,11.1452
0.496271,-2.72778,2.52302,1e-08,5.58157,1e-06,-0.516953,4617,3.82375
0.475268,-2.20082,2.89677,0.000291036,5.58157,1e-06,-0.516953,4627,4.06538
0.60838,-3,2.41248,1e-08,5.58157,1e-06,-0.516953,4616,4.91172
0.50337,-1.99209,2.81963,0.000494755,5.58157,1e-06,-0.516953,4634,3.75624
0.395608,-1.87688,2.90835,0.000291036,5.58157,1e-06,-0.516953,4660,5.05594
0.712638,-3,2.1695,1e-08,2.77651,1.57954,-0.498599,4296,7.76209
0.712638,-3,2.1695,1e-08,6,0.532488,-0.0975066,4313,8.98588
0.712638,-3,2.1695,1e-08,5.86917,0.856832,-0.450295,4205,9.93868
0.712638,-3,2.1695,1e-08,1.26779,1.51475,-0.357628,4233,9.90561
0.712638,-3,2.1695,1e-08,4.21648,1.02123,-0.67557,4296,11.0793
0.496271,-2.72778,2.52302,1e-08,1.56003,6,1,4706,3.03881
0.475268,-2.20082,2.89677,0.000291036,1.56003,6,1,4701,3.26379
0.60838,-3,2.41248,1e-08,1.56003,6,1,4686,3.62069
0.50337,-1.99209,2.81963,0.000494755,1.56003,6,1,4710,2.68968
0.395608,-1.87688,2.90835,0.000291036,1.56003,6,1,4719,3.0917
0.294971,-1.70452,2.79367,0.000168805,2.77651,1.57954,-0.498599,4442,8.60868
0.294971,-1.70452,2.79367,0.000168805,6,0.532488,-0.0975066,4481,8.54012
0.294971,-1.70452,2.79367,0.000168805,5.86917,0.856832,-0.450295,4398,7.10524
0.294971,-1.70452,2.79367,0.000168805,1.26779,1.51475,-0.357628,4424,7.81825
0.294971,-1.70452,2.79367,0.000168805,4.21648,1.02123,-0.67557,4413,9.54083
0.496271,-2.72778,2.52302,1e-08,2.3612,1.6448,0.662618,4436,7.31864
0.475268,-2.20082,2.89677,0.000291036,2.3612,1.6448,0.662618,4432,11.2805
0.60838,-3,2.41248,1e-08,2.3612,1.6448,0.662618,4490,7.15782
0.50337,-1.99209,2.81963,0.000494755,2.3612,1.6448,0.662618,4399,9.14104
0.395608,-1.87688,2.90835,0.000291036,2.3612,1.6448,0.662618,4414,6.66028
0.260598,-1.48176,3.1093,0.000229921,2.77651,1.57954,-0.498599,4447,9.39727
0.260598,-1.48176,3.1093,0.000229921,6,0.532488,-0.0975066,4427,8.51997
0.260598,-1.48176,3.1093,0.000229921,5.86917,0.856832,-0.450295,4396,11.9818
0.260598,-1.48176,3.1093,0.000229921,1.26779,1.51475,-0.357628,4374,9.30642
0.260598,-1.48176,3.1093,0.000229921,4.21648,1.02123,-0.67557,4392,9.74038
0.496271,-2.72778,2.52302,1e-08,2.01314,2.5162,0.580493,4576,6.58597
0.475268,-2.20082,2.89677,0.000291036,2.01314,2.5162,0.580493,4510,8.61594
0.60838,-3,2.41248,1e-08,2.01314,2.5162,0.580493,4572,5.62917
0.50337,-1.99209,2.81963,0.000494755,2.01314,2.5162,0.580493,4525,5.74694
0.395608,-1.87688,2.90835,0.000291036,2.01314,2.5162,0.580493,4517,5.50816
0.592996,-2.25198,2.33972,0.000451974,2.77651,1.57954,-0.498599,4215,13.1955
0.592996,-2.25198,2.33972,0.000451974,6,0.532488,-0.0975066,4303,9.29697
0.592996,-2.25198,2.33972,0.000451974,5.86917,0.856832,-0.450295,4225,8.41478
0.592996,-2.25198,2.33972,0.000451974,1.26779,1.51475,-0.357628,4193,12.9154
0.592996,-2.25198,2.33972,0.000451974,4.21648,1.02123,-0.67557,4223,10.207
0.496271,-2.72778,2.52302,1e-08,0.986347,0.518205,1,4529,5.33232
0.475268,-2.20082,2.89677,0.000291036,0.986347,0.518205,1,4468,8.37033
0.60838,-3,2.41248,1e-08,0.986347,0.518205,1,4512,7.14143
0.50337,-1.99209,2.81963,0.000494755,0.986347,0.518205,1,4452,6.0156
0.395608,-1.87688,2.90835,0.000291036,0.986347,0.518205,1,4412,12.25
0.442197,-2.45434,2.64989,0.000291036,2.77651,1.57954,-0.498599,4411,7.57231
0.442197,-2.45434,2.64989,0.000291036,6,0.532488,-0.0975066,4435,8.95278
0.442197,-2.45434,2.64989,0.000291036,5.86917,0.856832,-0.450295,4440,9.23986
0.442197,-2.45434,2.64989,0.000291036,1.26779,1.51475,-0.357628,4428,10.6037
0.442197,-2.45434,2.64989,0.000291036,4.21648,1.02123,-0.67557,4408,8.07001
0.496271,-2.72778,2.52302,1e-08,2.18246,1.92215,0.910215,4547,5.93947
0.475268,-2.20082,2.89677,0.000291036,2.18246,1.92215,0.910215,4509,5.76865
0.60838,-3,2.41248,1e-08,2.18246,1.92215,0.910215,4526,6.92708
0.50337,-1.99209,2.81963,0.000494755,2.18246,1.92215,0.910215,4479,9.36395
0.395608,-1.87688,2.90835,0.000291036,2.18246,1.92215,0.910215,4498,7.5488
0.467512,-2.20719,2.82955,0.000248255,2.77651,1.57954,-0.498599,4499,6.90307
0.467512,-2.20719,2.82955,0.000248255,6,0.532488,-0.0975066,4426,10.787
0.467512,-2.20719,2.82955,0.000248255,5.86917,0.856832,-0.450295,4346,8.11538
0.467512,-2.20719,2.82955,0.000248255,1.26779,1.51475,-0.357628,4442,7.79323
0.467512,-2.20719,2.82955,0.000248255,4.21648,1.02123,-0.67557,4472,9.04848
0.496271,-2.72778,2.52302,1e-08,2.29279,0.301512,1,4549,7.71945
0.475268,-2.20082,2.89677,0.000291036,2.29279,0.301512,1,4547,9.27509
0.60838,-3,2.41248,1e-08,2.29279,0.301512,1,4541,5.844
0.50337,-1.99209,2.81963,0.000494755,2.29279,0.301512,1,4541,8.35328
0.395608,-1.87688,2.90835,0.000291036,2.29279,0.301512,1,4511,6.57142
0.522152,-2.23157,2.83571,0.000352152,2.77651,1.57954,-0.498599,4380,8.35539
0.522152,-2.23157,2.83571,0.000352152,6,0.532488,-0.0975066,4432,9.93101
0.522152,-2.23157,2.83571,0.000352152,5.86917,0.856832,-0.450295,4375,9.64993
0.522152,-2.23157,2.83571,0.000352152,1.26779,1.51475,-0.357628,4385,7.08404
0.522152,-2.23157,2.83571,0.000352152,4.21648,1.02123,-0.67557,4378,6.34306
0.496271,-2.72778,2.52302,1e-08,1e-06,3.62668,-0.638722,4789,0.845484
0.475268,-2.20082,2.89677,0.000291036,1e-06,3.62668,-0.638722,4787,1.07347
0.60838,-3,2.41248,1e-08,1e-06,3.62668,-0.638722,4789,1.04396
0.50337,-1.99209,2.81963,0.000494755,1e-06,3.62668,-0.638722,4791,0.496078
0.395608,-1.87688,2.90835,0.000291036,1e-06,3.62668,-0.638722,4789,0.681795
0.468392,-1.90401,2.72707,0.000433639,2.77651,1.57954,-0.498599,4348,8.13557
0.468392,-1.90401,2.72707,0.000433639,6,0.532488,-0.0975066,4422,6.75347
0.468392,-1.90401,2.72707,0.000433639,5.86917,0.856832,-0.450295,4412,8.98958
0.468392,-1.90401,2.72707,0.000433639,1.26779,1.51475,-0.357628,4369,6.78665
0.468392,-1.90401,2.72707,0.000433639,4.21648,1.02123,-0.67557,4317,9.34223
0.496271,-2.72778,2.52302,1e-08,5.59717,1.67204,-0.728697,4482,6.46988
0.475268,-2.20082,2.89677,0.000291036,5.59717,1.67204,-0.728697,4524,7.85414
0.60838,-3,2.41248,1e-08,5.59717,1.67204,-0.728697,4452,6.50481
0.50337,-1.99209,2.81963,0.000494755,5.59717,1.67204,-0.728697,4470,7.29619
0.395608,-1.87688,2.90835,0.000291036,5.59717,1.67204,-0.728697,4537,6.27464
0.356426,-2.09471,2.88947,2.62024e-05,2.77651,1.57954,-0.498599,4453,5.63159
0.356426,-2.09471,2.88947,2.62024e-05,6,0.532488,-0.0975066,4443,9.21085
0.356426,-2.09471,2.88947,2.62024e-05,5.86917,0.856832,-0.450295,4440,10.4642
0.356426,-2.09471,2.88947,2.62024e-05,1.26779,1.51475,-0.357628,4405,8.48321
0.356426,-2.09471,2.88947,2.62024e-05,4.21648,1.02123,-0.67557,4421,7.97432
0.496271,-2.72778,2.52302,1e-08,4.3262,1e-06,-0.700693,4641,4.98082
0.475268,-2.20082,2.89677,0.000291036,4.3262,1e-06,-0.700693,4652,5.43714
0.60838,-3,2.41248,1e-08,4.3262,1e-06,-0.700693,4663,5.92631
0.50337,-1.99209,2.81963,0.000494755,4.3262,1e-06,-0.700693,4668,5.20216
0.395608,-1.87688,2.90835,0.000291036,4.3262,1e-06,-0.700693,4679,3.48154
0.347112,-1.55331,3.14322,0.000433639,2.77651,1.57954,-0.498599,4409,8.58027
0.347112,-1.55331,3.14322,0.000433639,6,0.532488,-0.0975066,4397,11.1199
0.347112,-1.55331,3.14322,0.000433639,5.86917,0.856832,-0.450295,4374,9.701
0.347112,-1.55331,3.14322,0.000433639,1.26779,1.51475,-0.357628,4398,8.03022
0.347112,-1.55331,3.14322,0.000433639,4.21648,1.02123,-0.67557,4466,7.27904
0.496271,-2.72778,2.52302,1e-08,6,1e-06,-0.770611,4683,3.63522
0.475268,-2.20082,2.89677,0.000291036,6,1e-06,-0.770611,4664,4.21307
0.60838,-3,2.41248,1e-08,6,1e-06,-0.770611,4696,3.937
0.50337,-1.99209,2.81963,0.000494755,6,1e-06,-0.770611,4698,3.05931
0.395608,-1.87688,2.90835,0.000291036,6,1e-06,-0.770611,4709,3.54822
0.499143,-1.7488,2.7691,0.000637357,2.77651,1.57954,-0.498599,4335,8.09683
0.499143,-1.7488,2.7691,0.000637357,6,0.532488,-0.0975066,4314,9.43978
0.499143,-1.7488,2.7691,0.000637357,5.86917,0.856832,-0.450295,4283,9.23796
0.499143,-1.7488,2.7691,0.000637357,1.26779,1.51475,-0.357628,4246,6.62264
0.499143,-1.7488,2.7691,0.000637357,4.21648,1.02123,-0.67557,4303,11.9972
0.496271,-2.72778,2.52302,1e-08,4.78799,3.30138,0.0311289,4600,6.06218
0.475268,-2.20082,2.89677,0.000291036,4.78799,3.30138,0.0311289,4583,7.11485
0.60838,-3,2.41248,1e-08,4.78799,3.30138,0.0311289,4622,5.41843
0.50337,-1.99209,2.81963,0.000494755,4.78799,3.30138,0.0311289,4575,5.08022
0.395608,-1.87688,2.90835,0.000291036,4.78799,3.30138,0.0311289,4597,7.02423
0.437565,-1.53514,3.02468,0.000637357,2.77651,1.57954,-0.498599,4341,8.28944
0.437565,-1.53514,3.02468,0.000637357,6,0.532488,-0.0975066,4338,11.1348
0.437565,-1.53514,3.02468,0.000637357,5.86917,0.856832,-0.450295,4312,11.6565
0.437565,-1.53514,3.02468,0.000637357,1.26779,1.51475,-0.357628,4243,11.604
0.437565,-1.53514,3.02468,0.000637357,4.21648,1.02123,-0.67557,4345,9.7786
0.496271,-2.72778,2.52302,1e-08,1.68929,4.13144,1,4694,4.15143
0.475268,-2.20082,2.89677,0.000291036,1.68929,4.13144,1,4674,4.35711
0.60838,-3,2.41248,1e-08,1.68929,4.13144,1,4662,3.55097
0.50337,-1.99209,2.81963,0.000494755,1.68929,4.13144,1,4600,4.7697
0.395608,-1.87688,2.90835,0.000291036,1.68929,4.13144,1,4668,4.35172
0.445019,-2.35652,3.03721,6.11255e-05,2.77651,1.57954,-0.498599,4444,9.83298
0.445019,-2.35652,3.03721,6.11255e-05,6,0.532488,-0.0975066,4457,8.28378
0.445019,-2.35652,3.03721,6.11255e-05,5.86917,0.856832,-0.450295,4361,11.527
0.445019,-2.35652,3.03721,6.11255e-05,1.26779,1.51475,-0.357628,4436,7.75
0.445019,-2.35652,3.03721,6.11255e-05,4.21648,1.02123,-0.67557,4444,10.8772
0.496271,-2.72778,2.52302,1e-08,2.04006,1e-06,0.580493,4631,6.17423
0.475268,-2.20082,2.89677,0.000291036,2.04006,1e-06,0.580493,4596,4.68375
0.60838,-3,2.41248,1e-08,2.04006,1e-06,0.580493,4629,6.6682
0.50337,-1.99209,2.81963,0.000494755,2.04006,1e-06,0.580493,4586,6.17328
0.395608,-1.87688,2.90835,0.000291036,2.04006,1e-06,0.580493,4591,5.20179
0.206522,-1.38888,3.36567,0.000203728,2.77651,1.57954,-0.498599,4426,9.58433
0.206522,-1.38888,3.36567,0.000203728,6,0.532488,-0.0975066,4455,6.66116
0.206522,-1.38888,3.36567,0.000203728,5.86917,0.856832,-0.450295,4331,9.21764
0.206522,-1.38888,3.36567,0.000203728,1.26779,1.51475,-0.357628,4398,9.44639
0.206522,-1.38888,3.36567,0.000203728,4.21648,1.02123,-0.67557,4401,10.0652
0.496271,-2.72778,2.52302,1e-08,0.408613,5.10358,0.0657735,4712,2.91548
0.475268,-2.20082,2.89677,0.000291036,0.408613,5.10358,0.0657735,4677,4.7265
0.60838,-3,2.41248,1e-08,0.408613,5.10358,0.0657735,4674,3.60338
0.50337,-1.99209,2.81963,0.000494755,0.408613,5.10358,0.0657735,4627,2.55487
0.395608,-1.87688,2.90835,0.000291036,0.408613,5.10358,0.0657735,4691,2.7436
0.577619,-2.34683,2.80812,0.000433639,2.77651,1.57954,-0.498599,4301,5.6703
0.577619,-2.34683,2.80812,0.000433639,6,0.532488,-0.0975066,4338,9.33993
0.577619,-2.34683,2.80812,0.000433639,5.86917,0.856832,-0.450295,4255,12.0596
0.577619,-2.34683,2.80812,0.000433639,1.26779,1.51475,-0.357628,4306,5.50993
0.577619,-2.34683,2.80812,0.000433639,4.21648,1.02123,-0.67557,4312,9.86154
0.496271,-2.72778,2.52302,1e-08,0.28126,2.95752,-0.879269,4686,3.60338
0.475268,-2.20082,2.89677,0.000291036,0.28126,2.95752,-0.879269,4655,6.08758
0.60838,-3,2.41248,1e-08,0.28126,2.95752,-0.879269,4675,4.54448
0.50337,-1.99209,2.81963,0.000494755,0.28126,2.95752,-0.879269,4635,5.69779
0.395608,-1.87688,2.90835,0.000291036,0.28126,2.95752,-0.879269,4706,3.62069
0.638911,-3,2.28804,1e-08,2.77651,1.57954,-0.498599,4381,7.23031
0.638911,-3,2.28804,1e-08,6,0.532488,-0.0975066,4438,6.89089
0.638911,-3,2.28804,1e-08,5.86917,0.856832,-0.450295,4337,7.806
0.638911,-3,2.28804,1e-08,1.26779,1.51475,-0.357628,4345,8.94405
0.638911,-3,2.28804,1e-08,4.21648,1.02123,-0.67557,4422,9.97419
0.496271,-2.72778,2.52302,1e-08,1.80758,2.79439,0.562334,4634,5.64441
0.475268,-2.20082,2.89677,0.000291036,1.80758,2.79439,0.562334,4547,6.2171
0.60838,-3,2.41248,1e-08,1.80758,2.79439,0.562334,4574,4.99844
0.50337,-1.99209,2.81963,0.000494755,1.80758,2.79439,0.562334,4537,6.26467
0.395608,-1.87688,2.90835,0.000291036,1.80758,2.79439,0.562334,4591,6.58093
0.430896,-2.25571,2.95645,0.000142613,2.77651,1.57954,-0.498599,4442,7.29619
0.430896,-2.25571,2.95645,0.000142613,6,0.532488,-0.0975066,4356,12.3466
0.430896,-2.25571,2.95645,0.000142613,5.86917,0.856832,-0.450295,4390,9.27951
0.430896,-2.25571,2.95645,0.000142613,1.26779,1.51475,-0.357628,4411,9.02579
0.430896,-2.25571,2.95645,0.000142613,4.21648,1.02123,-0.67557,4375,9.14446
0.496271,-2.72778,2.52302,1e-08,5.39255,2.86673,-0.603601,4620,6.6191
0.475268,-2.20082,2.89677,0.000291036,5.39255,2.86673,-0.603601,4622,5.75407
0.60838,-3,2.41248,1e-08,5.39255,2.86673,-0.603601,4585,5.77677
0.50337,-1.99209,2.81963,0.000494755,5.39255,2.86673,-0.603601,4558,7.33889
0.395608,-1.87688,2.90835,0.000291036,5.39255,2.86673,-0.603601,4618,5.85101
0.628412,-2.68109,2.47599,0.000291036,2.77651,1.57954,-0.498599,4359,7.56611
0.628412,-2.68109,2.47599,0.000291036,6,0.532488,-0.0975066,4405,8.11418
0.628412,-2.68109,2.47599,0.000291036,5.86917,0.856832,-0.450295,4301,7.7154
0.628412,-2.68109,2.47599,0.000291036,1.26779,1.51475,-0.357628,4343,11.5972
0.628412,-2.68109,2.47599,0.000291036,4.21648,1.02123,-0.67557,4317,10.1687
0.496271,-2.72778,2.52302,1e-08,2.17369,4.68171,0.414856,4663,3.84006
0.475268,-2.20082,2.89677,0.000291036,2.17369,4.68171,0.414856,4642,4.60808
0.60838,-3,2.41248,1e-08,2.17369,4.68171,0.414856,4671,3.81557
0.50337,-1.99209,2.81963,0.000494755,2.17369,4.68171,0.414856,4652,3.38194
0.395608,-1.87688,2.90835,0.000291036,2.17369,4.68171,0.414856,4687,3.57891
0.54996,-2.63227,2.56116,0.000148433,2.77651,1.57954,-0.498599,4392,10.9602
0.54996,-2.63227,2.56116,0.000148433,6,0.532488,-0.0975066,4399,13.6815
0.54996,-2.63227,2.56116,0.000148433,5.86917,0.856832,-0.450295,4368,12.3491
0.54996,-2.63227,2.56116,0.000148433,1.26779,1.51475,-0.357628,4399,6.74044
0.54996,-2.63227,2.56116,0.000148433,4.21648,1.02123,-0.67557,4432,8.50735
0.496271,-2.72778,2.52302,1e-08,3.8505,2.22475,0.355559,4537,8.45554
0.475268,-2.20082,2.89677,0.000291036,3.8505,2.22475,0.355559,4483,7.76385
0.60838,-3,2.41248,1e-08,3.8505,2.22475,0.355559,4559,8.34018
0.50337,-1.99209,2.81963,0.000494755,3.8505,2.22475,0.355559,4462,7.52392
0.395608,-1.87688,2.90835,0.000291036,3.8505,2.22475,0.355559,4518,6.63207
0.285962,-1.49908,3.15919,0.000229921,2.77651,1.57954,-0.498599,4488,9.02774
0.285962,-1.49908,3.15919,0.000229921,6,0.532488,-0.0975066,4457,8.16983
0.285962,-1.49908,3.15919,0.000229921,5.86917,0.856832,-0.450295,4354,8.77407
0.285962,-1.49908,3.15919,0.000229921,1.26779,1.51475,-0.357628,4440,7.80224
0.285962,-1.49908,3.15919,0.000229921,4.21648,1.02123,-0.67557,4386,8.84502
0.496271,-2.72778,2.52302,1e-08,4.55901,1e-06,-1,4771,1.28544
0.475268,-2.20082,2.89677,0.000291036,4.55901,1e-06,-1,4764,1.43614
0.60838,-3,2.41248,1e-08,4.55901,1e-06,-1,4760,1
0.50337,-1.99209,2.81963,0.000494755,4.55901,1e-06,-1,4768,1.62019
0.395608,-1.87688,2.90835,0.000291036,4.55901,1e-06,-1,4768,1.65831
0.606954,-2.59867,2.66701,0.000333817,2.77651,1.57954,-0.498599,4313,8.2232
0.606954,-2.59867,2.66701,0.000333817,6,0.532488,-0.0975066,4371,10.0076
0.606954,-2.59867,2.66701,0.000333817,5.86917,0.856832,-0.450295,4355,11.9907
0.606954,-2.59867,2.66701,0.000333817,1.26779,1.51475,-0.357628,4344,6.56696
0.606954,-2.59867,2.66701,0.000333817,4.21648,1.02123,-0.67557,4392,7.16764
0.496271,-2.72778,2.52302,1e-08,1.50056,6,1,4718,4.16646
0.475268,-2.20082,2.89677,0.000291036,1.50056,6,1,4714,2.39466
0.60838,-3,2.41248,1e-08,1.50056,6,1,4719,2.27675
0.50337,-1.99209,2.81963,0.000494755,1.50056,6,1,4681,4.21261
0.395608,-1.87688,2.90835,0.000291036,1.50056,6,1,4720,2.15058
0.384528,-1.88598,2.81232,0.000229921,2.77651,1.57954,-0.498599,4399,10.0714
0.384528,-1.88598,2.81232,0.000229921,6,0.532488,-0.0975066,4433,10.3951
0.384528,-1.88598,2.81232,0.000229921,5.86917,0.856832,-0.450295,4321,9.57516
0.384528,-1.88598,2.81232,0.000229921,1.26779,1.51475,-0.357628,4392,7.5
0.384528,-1.88598,2.81232,0.000229921,4.21648,1.02123,-0.67557,4409,10.0621
0.496271,-2.72778,2.52302,1e-08,1.42975,1.32781,-0.898965,4466,4.87179
0.475268,-2.20082,2.89677,0.000291036,1.42975,1.32781,-0.898965,4501,6.38082
0.60838,-3,2.41248,1e-08,1.42975,1.32781,-0.898965,4527,8.01147
0.50337,-1.99209,2.81963,0.000494755,1.42975,1.32781,-0.898965,4456,5.66789
0.395608,-1.87688,2.90835,0.000291036,1.42975,1.32781,-0.898965,4465,6.12851
0.603864,-3,2.69403,1e-08,2.77651,1.57954,-0.498599,4407,8.81737
0.603864,-3,2.69403,1e-08,6,0.532488,-0.0975066,4477,6.63531
0.603864,-3,2.69403,1e-08,5.86917,0.856832,-0.450295,4357,8.88622
0.603864,-3,2.69403,1e-08,1.26779,1.51475,-0.357628,4363,7.43067
0.603864,-3,2.69403,1e-08,4.21648,1.02123,-0.67557,4390,8.35071
0.496271,-2.72778,2.52302,1e-08,3.93209,6,0.187976,4699,3.72019
0.475268,-2.20082,2.89677,0.000291036,3.93209,6,0.187976,4660,4.13068
0.60838,-3,2.41248,1e-08,3.93209,6,0.187976,4704,3.29773
0.50337,-1.99209,2.81963,0.000494755,3.93209,6,0.187976,4668,3.79967
0.395608,-1.87688,2.90835,0.000291036,3.93209,6,0.187976,4700,1.78536
0.588035,-3,2.55684,1e-08,2.77651,1.57954,-0.498599,4354,8.46223
0.588035,-3,2.55684,1e-08,6,0.532488,-0.0975066,4391,8.02316
0.588035,-3,2.55684,1e-08,5.86917,0.856832,-0.450295,4358,10.8505
0.588035,-3,2.55684,1e-08,1.26779,1.51475,-0.357628,4384,8.56592
0.588035,-3,2.55684,1e-08,4.21648,1.02123,-0.67557,4386,9.06142
0.496271,-2.72778,2.52302,1e-08,4.76922,2.79601,0.301547,4598,5.68853
0.475268,-2.20082,2.89677,0.000291036,4.76922,2.79601,0.301547,4584,4.60977
0.60838,-3,2.41248,1e-08,4.76922,2.79601,0.301547,4585,7.15864
0.50337,-1.99209,2.81963,0.000494755,4.76922,2.79601,0.301547,4529,4.80194
0.395608,-1.87688,2.90835,0.000291036,4.76922,2.79601,0.301547,4555,6.40038
0.552305,-2.6567,2.62846,0.000130099,2.77651,1.57954,-0.498599,4403,8.27812
0.552305,-2.6567,2.62846,0.000130099,6,0.532488,-0.0975066,4398,7.29619
0.552305,-2.6567,2.62846,0.000130099,5.86917,0.856832,-0.450295,4336,8.85297
0.552305,-2.6567,2.62846,0.000130099,1.26779,1.51475,-0.357628,4404,9.38416
0.552305,-2.6567,2.62846,0.000130099,4.21648,1.02123,-0.67557,4402,6.26373
0.496271,-2.72778,2.52302,1e-08,4.45134,5.35367,0.114237,4694,4.27017
0.475268,-2.20082,2.89677,0.000291036,4.45134,5.35367,0.114237,4721,3.03044
0.60838,-3,2.41248,1e-08,4.45134,5.35367,0.114237,4684,3.26917
0.50337,-1.99209,2.81963,0.000494755,4.45134,5.35367,0.114237,4665,2.64501
0.395608,-1.87688,2.90835,0.000291036,4.45134,5.35367,0.114237,4667,4.86979
0.521858,-2.841,2.63831,1e-08,2.77651,1.57954,-0.498599,4410,7.7045
0.521858,-2.841,2.63831,1e-08,6,0.532488,-0.0975066,4452,8.15092
0.521858,-2.841,2.63831,1e-08,5.86917,0.856832,-0.450295,4344,10.3622
0.521858,-2.841,2.63831,1e-08,1.26779,1.51475,-0.357628,4375,9.95596
0.521858,-2.841,2.63831,1e-08,4.21648,1.02123,-0.67557,4388,9.59492
0.496271,-2.72778,2.52302,1e-08,3.16469,5.38339,-0.0449293,4690,3.73957
0.475268,-2.20082,2.89677,0.000291036,3.16469,5.38339,-0.0449293,4693,3.2542
0.60838,-3,2.41248,1e-08,3.16469,5.38339,-0.0449293,4699,2.93084
0.50337,-1.99209,2.81963,0.000494755,3.16469,5.38339,-0.0449293,4657,2.81666
0.395608,-1.87688,2.90835,0.000291036,3.16469,5.38339,-0.0449293,4685,3.35818
0.624209,-2.45903,2.68844,0.000148433,2.77651,1.57954,-0.498599,4260,9.68569
0.624209,-2.45903,2.68844,0.000148433,6,0.532488,-0.0975066,4363,10.2574
0.624209,-2.45903,2.68844,0.000148433,5.86917,0.856832,-0.450295,4180,12.1527
0.624209,-2.45903,2.68844,0.000148433,1.26779,1.51475,-0.357628,4192,9.01388
0.624209,-2.45903,2.68844,0.000148433,4.21648,1.02123,-0.67557,4208,7.1239
0.496271,-2.72778,2.52302,1e-08,4.94444,4.96312,-0.914219,4712,2.95804
0.475268,-2.20082,2.89677,0.000291036,4.94444,4.96312,-0.914219,4725,2.77756
0.60838,-3,2.41248,1e-08,4.94444,4.96312,-0.914219,4720,2.57391
